# Bright Star Catalogue, 5th Revised Ed. (Preliminary Version)
# Hoffleit D., Warren Jr W.H., Astronomical Data Center, NSSDC/ADC (1991)
# VizieR catalogue V/50 -- https://cdsarc.cds.unistra.fr/ftp/V/50/
#
# Generated by scripts/gen-starcatalog. Do not edit by hand.
# Selection: apparent visual magnitude <= 6.5. Equinox and epoch J2000.
#
# hr	ra_deg	dec_deg	vmag	bv	spectral_type	designation	name
5943	239.87625	-41.74444	4.99	+1.00	K0II-III		
5971	240.36083	29.85111	4.99	-0.07	A0p:Hg:	14Iot CrB	
6058	244.25375	-50.06833	4.99	+0.80	F9Ia	Gam1Nor	
7120	283.77958	-22.67139	4.99	+1.33	K3II-IIIBa0.8CN2	35Nu 2Sgr	
7227	286.60458	-37.06333	4.99	+0.52	F8V	Gam CrA	
7309	288.48000	57.70500	4.99	+1.16	K2III	54 Dra	
7534	296.60667	33.72778	4.99	+0.47	F7V	17 Cyg	
7659	301.08167	-32.05639	4.99	+1.21	K1III		
8433	332.10833	-34.04389	4.99	+1.48	M1III	Ups PsA	
1134	55.56208	-31.93833	5.00	-0.16	B5IV	Del For	
1205	59.28458	61.10889	5.00	+1.45	K3I-II+A3V:		
1637	76.66917	51.59778	5.00	+0.33	F0V	9 Aur	
1656	76.86250	18.64500	5.00	+0.65	G4V	104 Tau	
1770	80.70833	3.54444	5.00	-0.15	B1V	23 Ori	
2593	104.02750	-14.04361	5.00	+1.18	G5III+A2	18Mu CMa	
2717	108.34292	16.15889	5.00	+1.66	M4IIIab	51 Gem	
3654	137.76833	-44.86806	5.00	+0.23	B5Ia		
3827	144.30292	6.83583	5.00	+1.05	K1III	10 Leo	
4181	160.76708	69.07611	5.00	+1.38	K3III-IIIb		
4396	170.80292	-36.16472	5.00	+1.46	K6III		
4668	184.12542	33.06139	5.00	+1.14	K0.5IIIb		
4682	184.74875	-55.14306	5.00	+1.59	M1III		
4738	186.74708	26.82556	5.00	+0.08	A4V	16 Com	
5698	230.53458	-47.92778	5.00	+0.50	F8V	Nu 1Lup	
5969	240.83583	-25.86528	5.00	+1.22	K5III		
6008	242.01875	17.04694	5.00	+0.95	G8III	7Kap Her	
6161	246.99583	68.76806	5.00	-0.06	A0III	15 Dra	
6452	260.07875	18.05722	5.00	+1.62	M2IIIab		
6791	271.87000	43.46167	5.00	+0.91	G8IIICN-1CH-3		
7437	293.64542	19.77333	5.00	-0.09	B8IIIn	9 Vul	
7546	297.24458	19.14222	5.00	+0.10	A3V	8Zet Sge	
8154	319.61333	43.94583	5.00	-0.01	O7.5III:n((f))	68 Cyg	
8752	345.02125	56.94528	5.00	+1.42	G40		
8968	354.94625	-14.22167	5.00	+0.24	F0IV	102Ome1Aqr	
9062	359.39667	-64.29833	5.00	+0.06	A1V	Eta Tuc	
715	35.71792	-73.64583	5.01	+1.09	K1III	Kap Hyi	
1483	69.72333	-12.12306	5.01	+0.07	A2IV		
2244	93.93708	-13.71833	5.01	-0.08	B9Vn		
2245	92.81250	-65.58944	5.01	+1.62	M2.5III	Eta2Dor	
2861	112.45292	27.91611	5.01	+1.11	K2III	65 Gem	
3079	118.06542	-34.70528	5.01	+0.44	F5V		
3407	128.68167	-49.94417	5.01	+1.33	K1-2II		
3808	143.30208	-21.11583	5.01	+1.02	K0IV		
3819	143.53667	-51.25528	5.01	-0.18	B1.5IV		
5141	205.43625	-54.56000	5.01	-0.05	B8Vn		
5150	205.40333	-8.70306	5.01	+1.63	M1.5III	82 Vir	
5247	209.14250	27.49194	5.01	+1.42	K3III	9 Boo	
5313	213.06583	2.40944	5.01	-0.12	A0VpSi		
7215	285.36000	46.93472	5.01	+0.19	A7V	16 Lyr	
7333	290.13708	-5.41583	5.01	+0.92	G8III-IV	26 Aql	
8008	313.64000	28.05750	5.01	+1.48	K4III	32 Vul	
8266	324.23750	40.41361	5.01	+0.18	A5V	74 Cyg	
8326	326.93417	-30.89833	5.01	+0.04	A2V	10The PsA	
8520	335.37958	12.20528	5.01	-0.13	B2IV-Ve	31 Peg	
9091	0.58292	-29.72028	5.01	-0.15	B4III	Zet Scl	
1628	75.54083	-26.27500	5.02	+1.07	K1III		
1706	78.85167	32.68778	5.02	+0.23	A9IVDel Del	14 Aur	
2177	91.88167	-37.25306	5.02	-0.11	B9IV	The Col	
2459	100.77083	44.52444	5.02	+1.48	K5III	55Psi4Aur	
2516	102.69125	41.78139	5.02	+1.27	K3III	58Psi7Aur	
4143	158.23708	-47.00333	5.02	+1.04	K4III		
4728	186.46208	39.01861	5.02	+0.96	G9III	6 CVn	
4792	188.78250	18.37694	5.02	+1.15	K2III	24 Com	
5714	229.27458	71.82389	5.02	+1.37	K4III	11 UMi	
5763	232.73250	40.83306	5.02	+1.59	K4.5IIIbBa0.4	52Nu 1Boo	
5774	232.94583	40.89944	5.02	+0.07	A5V	53Nu 2Boo	
6112	246.39667	-23.44722	5.02	+0.24	B2IV	5Rho Oph	
6656	267.26792	50.78111	5.02	+0.02	A2V	30 Dra	
7040	281.20792	2.06000	5.02	-0.06	B9V	4 Aql	
7614	299.48750	-15.49139	5.02	+0.05	A3IV	61 Sgr	
8092	318.33542	-70.12639	5.02	+1.58	M1-2III	Omi Pav	
27	2.58042	46.07222	5.03	+0.40	F2II	22 And	
324	17.00375	43.94194	5.03	+0.11	A3m	41 And	
613	31.64125	22.64833	5.03	+0.11	A2m	12Kap Ari	
675	34.73750	28.64250	5.03	+0.04	A2V	10 Tri	
969	49.05083	50.93778	5.03	+1.15	G6Ib-IIa		
989	49.78167	50.09500	5.03	-0.06	B5V	31 Per	
1204	59.35625	63.07222	5.03	-0.09	B9.5V		
1414	67.20917	13.04750	5.03	+0.23	A7V	79 Tau	
1549	72.54833	-16.21722	5.03	+0.98	K0III	60 Eri	
1663	76.24167	-49.57778	5.03	+1.49	K5III	Eta2Pic	
1740	80.00375	33.95806	5.03	+0.27	A5II	19 Aur	
2108	89.76792	-9.55833	5.03	+0.19	A6IIIm vs	2 Mon	
2770	109.20625	-36.59278	5.03	-0.17	B2IV-V		
2808	110.86875	25.05056	5.03	+0.90	G8III	57 Gem	
4258	163.93500	33.50694	5.03	+1.10	K1III	46 UMa	
4511	175.88000	-62.48944	5.03	+0.80	G00-IaFe1		
5543	223.21292	-37.80333	5.03	-0.16	B7IIIp		
5902	238.33375	-20.16722	5.03	-0.01	B2.5V	45Lam Lib	
6316	255.46958	-32.14361	5.03	-0.10	B8V		
6433	259.65417	10.86444	5.03	+1.55	K4II-III		
6850	273.47417	64.39722	5.03	+0.38	F5V	36 Dra	
7362	291.31875	-24.50861	5.03	+0.23	Am	47Chi1Sgr	
7414	292.66583	-2.78889	5.03	+1.75	M1III	36 Aql	
7576	297.65708	52.98806	5.03	+1.28	K3IIICN1	20 Cyg	
8400	329.81250	73.18000	5.03	+0.44	F5V	16 Cep	
8610	339.43917	-4.22806	5.03	+1.14	K2III	63Kap Aqr	
520	26.52625	-53.52194	5.04	+0.04	A1V		
590	30.57542	54.48750	5.04	-0.08	B8III	4 Per	
2140	90.81458	-26.28444	5.04	+1.34	K3III		
2241	94.11083	12.27222	5.04	+0.42	F5IV-V	74 Ori	
3015	116.48708	-14.56389	5.04	+0.33	F0V	4 Pup	
4449	173.22542	-31.08722	5.04	+1.58	M2IIIb		
4605	181.19375	-76.51917	5.04	+1.49	K4III	Kap Cha	
4981	198.01458	-16.19861	5.04	+0.46	F5III-IV	53 Vir	
6146	247.16042	41.88167	5.04	+1.52	M6-III	30 Her	
6270	252.93875	24.65639	5.04	+1.25	K0.5IIIaCa0.5	51 Her	
6701	267.36250	76.96278	5.04	+0.49	F6IV-V s	35 Dra	
6775	271.75625	30.56194	5.04	+0.52	F7V	99 Her	
7049	280.65792	55.53944	5.04	-0.09	B9.5pHg:	46 Dra	
7894	309.63292	24.11611	5.04	-0.14	B5IV	28 Vul	
7984	312.52042	44.05944	5.04	+0.20	A4mDel Del	56 Cyg	
8343	327.46125	30.17417	5.04	-0.03	A1V s	14 Peg	
8469	332.87792	59.41444	5.04	+0.25	O6I(n)fp	22Lam Cep	
9004	356.59792	3.48667	5.04	+2.60	C5II	19 Psc	
9013	356.97833	67.80694	5.04	-0.01	A1Vn		
1467	69.97792	53.07972	5.05	+1.07	K0III	3 Cam	
1503	70.51458	-37.14444	5.05	+0.37	F1V	Bet Cae	
1686	80.63958	79.23111	5.05	+0.47	F6V		
2196	91.76417	-62.15472	5.05	+1.25	K2-3III		
2205	92.96583	-6.55028	5.05	-0.20	B2V		
2751	109.63292	49.46500	5.05	+0.08	A4IIIn		
2857	112.33500	28.11806	5.05	+0.11	A4V	64 Gem	
2938	114.86917	17.67472	5.05	+1.56	K5IIIFe-0.5	74 Gem	
3187	121.66833	-45.26639	5.05	+1.50	K3III		
3430	129.78333	-22.66194	5.05	+0.73	G6IV		
3909	148.12667	-8.10500	5.05	+0.04	A1V	8Gam Sex	
4277	164.86667	40.43028	5.05	+0.61	G1-VFe-0.5	47 UMa	
5042	201.27958	-74.88778	5.05	+1.11	K0III	Iot1Mus	
6566	262.99125	68.13500	5.05	+1.08	K0III	27 Dra	
6891	275.38625	49.12167	5.05	+1.66	M2IIIab		
7329	290.71292	-54.42361	5.05	+0.02	A0Vn	Eta Tel	
7660	300.34000	50.10472	5.05	+1.11	K1II-III	26 Cyg	
7896	309.78250	10.08611	5.05	+0.72	G2IV	7Kap Del	
7968	312.87542	-51.60833	5.05	+1.13	K1II-III	Iot Ind	
8878	350.08583	5.38139	5.05	+1.20	K2III	7 Psc	
103	7.01208	17.89306	5.06	+1.65	M3III	47 Psc	
962	48.19333	-1.19611	5.06	+0.57	F8V	94 Cet	
1242	61.11333	59.15556	5.06	+0.50	F0II		
1771	80.44250	-24.77306	5.06	+0.67	G7II-III+A7IV-V		
2221	92.18417	-68.84333	5.06	-0.08	B8V	Nu Dor	
2344	96.99000	-4.76222	5.06	-0.17	B2V	10 Mon	
2619	104.60458	-34.11167	5.06	-0.16	B3V		
2998	115.73833	-45.17333	5.06	+0.78	G6IV		
3849	145.07667	-14.33222	5.06	-0.15	B5V	38Kap Hya	
5071	202.35500	-51.16528	5.06	+0.07	A1V		
5336	215.59458	-80.10889	5.06	-0.10	B4V	Eps Aps	
5694	229.82833	1.76528	5.06	+0.54	F8III-IV	5 Ser	
6765	271.50792	22.21889	5.06	+1.58	M3-IIIZrO 0+	98 Her	
7051	281.08500	39.67000	5.06	+0.16	A4V	4Eps1Lyr	
7489	295.62958	-16.12389	5.06	+0.33	F1III	55 Sgr	
7495	295.20917	45.52500	5.06	+0.40	F5II-III		
8850	349.21208	-7.72667	5.06	+1.60	M3III	92Chi Aqr	
8991	355.84333	10.33139	5.06	+1.68	M2III	77 Peg	
225	12.24458	16.94056	5.07	+0.51	F8V	64 Psc	
236	12.14750	-74.92333	5.07	+1.37	K5III	Lam Hyi	
1174	57.06792	11.14333	5.07	-0.13	B3V+F5V	30 Tau	
1443	67.70875	-44.95389	5.07	-0.19	B2IV-V	Del Cae	
1478	69.78833	15.79972	5.07	+0.15	A4m	91Sig1Tau	
1523	75.08625	81.19389	5.07	+1.28	K3III		
1723	78.85125	-26.94333	5.07	-0.10	B9V		
1805	81.91208	34.47583	5.07	+1.40	K3IIICN+2	24Phi Aur	
2508	101.90458	-8.99833	5.07	+1.80	M1+Ib-IIa		
2609	115.12708	87.02000	5.07	+1.63	M2IIIab		
3280	124.57875	-65.61333	5.07	+1.15	K1III		
3779	142.99000	9.71583	5.07	+1.37	K2.5IIIbFe-0.5	6 Leo	
5316	213.73750	-57.08583	5.07	-0.08	B4Vne		
5834	234.84458	36.63583	5.07	-0.12	B7V	7Zet2CrB	
5977	241.09208	-11.37306	5.07		F5IV	Xi Sco	
6402	258.83667	-26.60139	5.07	+0.85	K0V	36 Oph	
6938	278.00833	-45.75722	5.07	-0.14	B3III	Del2Tel	
7688	301.72250	23.61444	5.07	-0.18	B3V	17 Vul	
144	9.03458	54.16861	5.08	-0.11	B7III		
1622	76.53542	58.97250	5.08	-0.08	B2.5Ve	11 Cam	
1787	81.12042	-0.89139	5.08	+0.96	G9III-IVFe-1	27 Ori	
1897	83.84542	-5.41611	5.08	-0.09	O9.5Vp	43The2Ori	
3035	116.85417	-38.51111	5.08	-0.10	B2.5III		
3240	123.49333	-36.32250	5.08	-0.19	B1.5IV		
3898	147.48792	-45.73278	5.08	-0.10	B7III		
3976	151.54708	-47.37000	5.08	+0.88	K1IV+G5V		
4145	158.50375	-23.74528	5.08	+1.60	K4III	44 Hya	
4146	158.70000	6.95361	5.08	+0.94	G8.5IIIFe-1Ca-1	48 Leo	
4164	159.08458	-59.56472	5.08	+1.18	K1III		
4192	160.85417	23.18833	5.08	+0.04	A3Vn	41 LMi	
4288	165.21000	39.21222	5.08	+0.24	F0V s	49 UMa	
4423	172.14625	-42.67417	5.08	-0.03	B9V		
5312	213.19167	-27.26111	5.08	+1.16	K3III	50 Hya	
6185	249.05708	52.92444	5.08	-0.04	B9V	17 Dra	
6371	257.67625	-44.55750	5.08	+0.86	G8-K0III+G		
6388	257.38875	40.77722	5.08	+1.28	K3III		
7145	284.33542	-20.65639	5.08	+0.13	A0II	36Xi 1Sgr	
8351	328.32417	-13.55167	5.08	+0.37	F1III	51Mu Cap	
8356	328.26583	25.92500	5.08	-0.17	B3Ve	16 Peg	
8615	338.94208	73.64306	5.08	+0.39	F3III-IV	31 Cep	
8656	341.02292	41.81917	5.08	+0.96	K0III	13 Lac	
8866	349.77792	-13.45889	5.08	+0.80	G5IV	94 Aqr	
8893	350.76917	12.31389	5.08	+1.31	K3III	66 Peg	
9036	358.12208	19.12028	5.08	+1.60	M2.5IIIb	81Phi Peg	
136	8.18250	-63.03111	5.09	+0.04	A0V	Bet3Tuc	
1015	50.68833	20.74194	5.09	+1.24	K3III	63Tau2Ari	
1046	52.50083	55.45194	5.09	+0.05	A1V		
1180	57.29667	24.13667	5.09	-0.08	B8Vpe	28 Tau	
2261	92.56000	-74.75306	5.09	+0.72	G6V	Alp Men	
3116	119.32667	-44.10972	5.09	-0.17	B2.5IV		
3350	126.90208	-53.08861	5.09	+0.25	A9-F0III-IV		
3881	147.14750	46.02111	5.09	+0.62	G0.5Va		
4119	157.57292	-0.63694	5.09	-0.14	B6V	30Bet Sex	
4395	170.84125	-18.78000	5.09	+0.42	F5III	13Lam Crt	
5058	201.53250	-39.75528	5.09	+1.20	K0.5III:Ba3		
5664	229.23625	-60.95750	5.09	-0.06	O8.5V	Del Cir	
5891	238.87333	-68.60306	5.09	+1.13	G5IIa	Kap TrA	
7248	286.74417	11.07139	5.09	-0.07	B8III	18 Aql	
8311	326.25125	-9.08250	5.09	+1.11	G8II-III	46 Cap	
563	29.33792	17.81750	5.10	+0.92	K1p	8Iot Ari	
1105	55.53875	63.21667	5.10	+1.63	S3.5/2		
1230	62.51167	80.69861	5.10	+0.56	G8III+A6V		
1547	72.84375	18.83972	5.10	+0.21	A7IV-V	97 Tau	
2395	98.40792	-1.22028	5.10	-0.14	B5Vn		
2748	108.38500	-44.63972	5.10	+1.56	M5IIIe		
2795	110.48667	20.44361	5.10	+1.52	M0IIIab	56 Gem	
2862	111.59125	-51.01833	5.10	+1.06	K0III		
3527	132.63958	-46.52917	5.10	-0.21	B0III		
4246	163.39375	54.58500	5.10	+1.36	K3III	44 UMa	
4663	184.00083	14.89889	5.10	+0.06	A3V	6 Com	
5006	199.22125	-31.50611	5.10	+0.96	K1III		
5392	216.04708	5.82000	5.10	+0.12	A5V		
6794	272.22042	20.04528	5.10	+0.15	A8III	101 Her	
6862	275.57750	-38.65694	5.10	+1.49	K4-5III		
7119	283.67958	-15.60306	5.10	+0.17	B5II		
7319	289.63542	1.08528	5.10	+1.15	K2II-III	23 Aql	
7679	301.28958	19.99111	5.10	+1.06	K2III	16Eta Sge	
7900	310.01250	-18.13861	5.10	+1.66	M2III	15Ups Cap	
8277	324.88875	2.24361	5.10	+1.04	K0III	25 Aqr	
8481	335.00625	-80.43972	5.10	+1.47	M5III	Eps Oct	
8488	334.11083	-41.62750	5.10	+0.92	G8III	Mu 2Gru	
8766	345.65125	42.75778	5.10	+0.09	A3Vn	2 And	
9087	0.45583	-3.02750	5.10	-0.12	B7III-IV	29 Psc	
558	28.59167	-42.49694	5.11	-0.06	A3V	Phi Phe	
873	44.32208	31.93417	5.11	-0.01	B9pSi	21 Per	
934	45.90333	-59.73778	5.11	+0.34	F0IV	Mu Hor	
1177	57.38583	33.09139	5.11	+0.07	A3V	42 Per	
1214	58.41208	-34.73222	5.11	-0.13	B6V		
1451	68.54833	-8.23139	5.11	+1.70	M3III	47 Eri	
2064	87.47333	-66.90111	5.11	-0.14	B6V	Eps Dor	
2790	109.65917	-36.74278	5.11	-0.16	B2IVne		
3123	119.77375	-23.31056	5.11	+1.12	cK2	12 Pup	
3753	141.57542	-53.37917	5.11	-0.11	B6V		
3860	143.47167	-80.94139	5.11	-0.14	B5V	Zet Cha	
4401	170.84083	-64.95500	5.11	-0.08	B5V		
4532	177.18792	-26.74972	5.11	+1.60	M4+III		
5551	224.18333	-62.78083	5.11	0.00	B4Vnpe	The Cir	
5800	233.81250	39.01000	5.11	+1.64	M1.5III-IIIb	6Mu CrB	
5895	237.81500	-3.09056	5.11	+0.12	A3Vnp	36 Ser	
6401	258.83750	-26.60278	5.11	+0.86	K1V	36 Oph	
7418	292.68875	27.96528	5.11	-0.10	B8Ve	6Bet2Cyg	
7560	297.75667	10.41556	5.11	+0.55	F8V	54Omi Aql	
7846	308.47958	-44.51611	5.11	+1.01	K0III	Nu Mic	
7943	312.12167	-43.98861	5.11	+0.35	F1IV	Iot Mic	
8284	325.04625	43.27389	5.11	+1.60	M1IIIab	75 Cyg	
8428	331.28708	62.28000	5.11	+0.08	O9.5Ib	19 Cep	
8767	345.87417	-34.74944	5.11	+0.29	F0V+F3V	Pi PsA	
9032	358.02667	-82.01889	5.11	+0.92	G7III	Gam1Oct	
46	3.61500	-7.78056	5.12	+1.62	M3+III		
85	5.44292	-20.05778	5.12	+1.82	M5IIe		
433	22.40042	-21.62944	5.12	+0.02	A1V	48 Cet	
1381	65.96625	9.46083	5.12	+0.07	A3V	66 Tau	
1657	76.69042	-4.65500	5.12	-0.06	B9V+A1V	66 Eri	
1673	77.18167	-4.45611	5.12	+0.44	F2V	68 Eri	
2511	103.42583	68.88833	5.12	-0.13	B7III	43 Cam	
3163	121.26875	13.11806	5.12	+0.01	A1V	8 Cnc	
3692	139.09625	-44.26583	5.12	+1.67	K3Ib		
3817	143.43542	-49.00500	5.12	-0.12	B4IV		
4178	160.48583	65.71639	5.12	+1.20	K2III	38 UMa	
4851	191.66125	16.57750	5.12	+1.35	K3III	27 Com	
5386	215.84458	8.44667	5.12	-0.02	A0V		
5505	221.24667	27.07500	5.12		A2V	36Eps Boo	
5925	239.22292	-33.96639	5.12	+0.12	A3V	Xi 1Lup	
5966	240.30958	17.81833	5.12	+0.99	G8IIIbFe-0.5	5 Her	
6457	260.22583	24.49944	5.12	-0.03	A2V	70 Her	
6460	261.05417	-44.16250	5.12	-0.06	B7III		
6644	267.20500	25.62278	5.12	+1.16	K2III	87 Her	
6877	275.25417	28.87000	5.12	+0.20	A7V	107 Her	
6903	276.05750	39.50722	5.12	+0.03	A3IVn	2Mu Lyr	
7295	287.91875	56.85917	5.12	+1.01	G8III	53 Dra	
7430	293.78042	-10.56028	5.12	+1.13	G9IIIa	37 Aql	
7566	297.64167	38.72250	5.12	+1.69	M2IIIa	19 Cyg	
7875	310.01083	-60.54889	5.12	+0.53	F8V	Phi2Pav	
8815	347.38125	8.67722	5.12	+1.47	M4IIIS+A2V	57 Peg	
152	9.19417	44.48861	5.13	+1.60	K5-M0III		
366	18.60000	-7.92306	5.13	+0.46	F5V	37 Cet	
1895	83.81875	-5.38972	5.13	+0.02	O6p	41The1Ori	
2649	105.90833	10.95167	5.13	+1.39	K3III		
2793	110.51083	36.76056	5.13	+1.08	K0III	65 Aur	
2927	114.31958	-4.11111	5.13	+0.44	F6III	25 Mon	
3244	123.40083	-46.99194	5.13	-0.14	B2.5IV		
3306	126.47833	7.56444	5.13	+0.94	G7II-IIIFe-1		
3648	138.58583	61.42333	5.13	+0.58	F9V	16 UMa	
4338	167.14167	-61.94722	5.13	+0.22	B9Ia		
4441	172.94208	-59.44222	5.13	+1.08	G30-Ia	Omi1Cen	
4794	188.93958	-41.02194	5.13	+0.22	A7III		
5691	228.65958	67.34667	5.13	+0.53	F9IV		
6017	242.75833	-29.41639	5.13	+1.12	K3III		
6204	251.66667	-67.10972	5.13	-0.08	ApSi		
7021	280.94542	-38.32361	5.13	+0.09	A2Vn	Lam CrA	
7312	287.29083	76.56056	5.13	+0.31	A9V	59 Dra	
7625	300.43625	-59.37611	5.13	+1.53	M6III		
8516	335.39833	-21.59833	5.13	+1.07	K2III	47 Aqr	
9069	359.73250	-52.74583	5.13	+1.13	K0III	Pi Phe	
602	30.42667	-44.71361	5.14	+1.49	K5III	Chi Phe	
724	37.00708	-33.81111	5.14	+0.10	A2V	Phi For	
1061	52.60208	11.33639	5.14	-0.03	A0Vn	4 Tau	
1836	81.58042	-58.91250	5.14	+1.00	G6III	Lam Dor	
2130	90.86375	19.69056	5.14	-0.11	B8III	64 Ori	
2260	94.42375	-16.81583	5.14	+1.30	K3III		
2490	102.73792	67.57194	5.14	-0.17	B4IV	42 Cam	
2548	102.47750	-46.61472	5.14	+0.45	F5V		
2652	105.21458	-51.40250	5.14	+1.61	M1III		
2719	107.69792	-48.93222	5.14	+1.24	K2III		
3013	116.87625	33.41556	5.14	+1.60	M1IIIa	80Pi Gem	
3059	117.92500	1.76694	5.14	-0.12	B8II	13Zet CMi	
3262	125.01625	27.21778	5.14	+0.47	F6V	18Chi Cnc	
3609	137.09833	66.87333	5.14	+1.51	K5III	11Sig1UMa	
3627	137.33958	22.04556	5.14	+0.97	G9IIIFe-1CH-0.5	77Xi Cnc	
3928	149.42125	41.05556	5.14	+0.46	F6V s	19 LMi	
4646	183.04958	77.61639	5.14	+0.33	A5m		
4699	185.23208	-13.56556	5.14	+1.05	K1III		
5366	214.88542	-2.26556	5.14	+1.02	G9III	102Ups Vir	
6045	243.81375	-47.37222	5.14	-0.13	B8V	The Nor	
6944	277.85958	-18.40278	5.14	0.00	A0Vp		
6970	278.76000	-10.97722	5.14	+0.92	G8III		
7053	281.09542	39.61306	5.14	+0.19	A8Vn	5Eps2Lyr	
7127	284.65167	-60.20056	5.14	+1.37	K2IIICNIV	Ome Pav	
7608	298.32250	57.52361	5.14	-0.13	B5V	23 Cyg	
7947	311.66125	16.12444	5.14	+0.49	F7V	12Gam1Del	
8424	331.50833	45.01444	5.14	+1.57	K5III		
736	38.02583	36.14722	5.15	+1.47	K5III	14 Tri	
987	49.65750	50.22222	5.15	-0.06	B3V	29 Per	
2379	97.84583	-12.39167	5.15	+1.27	K3III		
3508	132.98667	43.72667	5.15	+0.98	K0III	35 Lyn	
4327	166.81917	-42.63861	5.15	+0.03	ApSrCrEu		
4442	172.95333	-59.51583	5.15	+0.49	A2Ia	Omi2Cen	
4475	174.25250	-61.28333	5.15	+1.12	K0III		
4487	174.53042	-61.82639	5.15	-0.02	ApHgMn		
4600	180.91500	-42.43417	5.15	+0.41	F6V		
4703	185.53042	-67.52194	5.15	+0.19	A5V	Zet2Mus	
5023	199.56042	49.68194	5.15	-0.07	A0V	21 CVn	
5174	206.73500	-36.25194	5.15	-0.02	A0V		
5232	208.67542	-1.50306	5.15	+1.08	K2III	90 Vir	
5250	209.62958	-24.97222	5.15	-0.10	B8VpShell	47 Hya	
5530	222.67167	-15.99722	5.15	+0.41	F4IV	8Alp1Lib	
5607	226.32958	-41.06722	5.15	+1.01	G8III		
5775	233.65542	-28.04694	5.15	+1.30	K4III	36 Lib	
6228	251.45792	8.58250	5.15	+1.53	K5III	43 Her	
6585	266.03625	-51.83417	5.15	+0.70	G3IV-V	Mu Ara	
7287	288.42792	2.29361	5.15	-0.07	B8II-III	21 Aql	
7395	291.53792	36.31778	5.15	-0.12	B9pSi	4 Cyg	
7741	303.87583	23.50861	5.15	+1.04	G3Ib-II	22 Vul	
7881	310.48792	-66.76083	5.15	-0.06	B9III	Ups Pav	
8021	316.17917	-77.02389	5.15	+0.49	A7III+G2III	Alp Oct	
349	17.77833	31.42472	5.16	+0.23	F0V	82 Psc	
378	19.45000	3.61444	5.16	+0.07	A3V	89 Psc	
743	39.50833	72.81833	5.16	+0.88	G8III		
3260	123.81625	-62.91583	5.16	+0.09	A2V		
3476	130.91792	-49.82278	5.16	-0.20	B0IIIn		
3598	134.85042	-59.08361	5.16	+0.42	F3V		
4025	153.37750	-66.37306	5.16	+0.21	Am		
4141	158.79042	57.08278	5.16	+0.34	F1V	37 UMa	
4913	194.26833	-51.19861	5.16	-0.06	B8-9V		
5667	229.01667	-41.49111	5.16	+0.58	G5Ia+B		
6677	268.32542	40.00806	5.16	+1.18	K1IIIbCN-1	90 Her	
6693	269.77167	-30.25306	5.16	+1.77	M1Ib		
6942	278.08917	-39.70389	5.16	+0.08	A3Vn		
7213	286.58292	-52.34083	5.16	+0.53	F7V	Rho Tel	
7373	291.24250	11.94444	5.16	+0.77	G8IVHdel 1	31 Aql	
7385	291.36917	19.79861	5.16	+0.98	K0III	4 Vul	
7897	309.85375	0.48639	5.16	+1.06	K1III	1 Aqr	
8055	316.30917	-54.72722	5.16	+1.21	K2III	Mu Ind	
8178	320.72333	6.81111	5.16	+0.05	A3V	10Bet Equ	
8697	343.10042	9.83556	5.16	+0.48	F7IV	49Sig Peg	
8826	347.93417	8.72000	5.16	+0.13	A5Vn	59 Peg	
104	7.05708	44.39444	5.17	+0.03	A2V s		
321	17.06833	54.92028	5.17	+0.69	G5Vb	30Mu Cas	
685	35.58917	55.84556	5.17	+0.37	A2Ia	9 Per	
875	44.15583	-3.71222	5.17	+0.08	A1Vn		
1383	65.92000	-3.74556	5.17	+0.08	A2V	42Xi Eri	
1996	86.49958	-32.30639	5.17	-0.28	O9.5V	Mu Col	
2049	87.72167	-52.10889	5.17	+0.99	G8III		
2662	104.96042	-67.91611	5.17	+1.40	K3III		
2683	106.07625	-56.74972	5.17	-0.04	A0pSi		
3002	115.92458	-40.93389	5.17	+1.10	K1III		
3064	117.94292	-13.89806	5.17	+0.60	G0V:	9 Pup	
3121	119.46583	-45.57778	5.17	+1.27	K2III		
3153	119.90667	-60.58694	5.17	+1.74	M1.5IIa		
3330	126.37917	-51.72806	5.17	-0.16	B2Ve		
3839	145.73833	72.25250	5.17	+1.04	K0III	27 UMa	
4413	171.43000	-63.97278	5.17	+0.50	F7V		
4492	174.87250	-65.39778	5.17	+0.80	G2III+A0V		
4899	193.65333	-57.16833	5.17	-0.12	B5Vne	Mu 2Cru	
5593	226.20083	-64.03167	5.17	+0.93	G8III	Eta Cir	
5739	231.44750	15.42806	5.17	+1.66	M1III	9Tau1Ser	
5746	232.15917	1.84222	5.17	+0.23	A8IV	10 Ser	
5780	233.61083	-9.18333	5.17	-0.09	B6IV		
7087	283.16500	-52.10750	5.17	+0.94	G8-K0III	Kap Tel	
7468	294.15792	44.69500	5.17	+0.93	G9IIIbFe-0.5		
7474	294.79833	5.39778	5.17	+0.03	B3V+B3V	44Sig Aql	
7770	304.66292	34.98278	5.17	+0.65	F5Ib	35 Cyg	
8011	313.90292	13.72139	5.17	+1.12	K0III	17 Del	
8324	325.76667	72.32028	5.17	+1.05	K0III		
82	5.28042	37.96861	5.18	+0.42	F5III	27Rho And	
84	5.38000	-28.98167	5.18	+1.00	G5III	Iot Scl	
480	25.73292	70.62250	5.18	-0.04	B9V	42 Cas	
812	41.24000	12.44583	5.18	+0.24	A7III-IV	38 Ari	
1684	77.92333	16.04556	5.18	+1.49	K5III		
