# Bright Star Catalogue, 5th Revised Ed. (Preliminary Version)
# Hoffleit D., Warren Jr W.H., Astronomical Data Center, NSSDC/ADC (1991)
# VizieR catalogue V/50 -- https://cdsarc.cds.unistra.fr/ftp/V/50/
#
# Generated by scripts/gen-starcatalog. Do not edit by hand.
# Selection: apparent visual magnitude <= 6.5. Equinox and epoch J2000.
#
# hr	ra_deg	dec_deg	vmag	bv	spectral_type	designation	name
3658	137.88833	-46.58389	5.79	-0.21	B2III/IV		
3876	146.54167	6.70861	5.79	+1.64	M1.5IIIab		
3913	147.80042	-59.42583	5.79	+1.36	K2IVCNIV-Vp		
4193	160.83708	4.74778	5.79	+1.17	K3III+K0III	35 Sex	
4237	162.57542	-8.89778	5.79	+0.16	A3m	41 Sex	
4358	168.50750	8.06056	5.79	+1.12	K3III		
4398	170.78375	-56.77944	5.79	+0.01	A4:pe		
4714	185.93708	-38.91111	5.79	-0.08	B9V		
4921	194.91458	-3.81194	5.79	+0.18	A3V	44 Vir	
4970	197.78667	-42.23306	5.79	+0.52	F7IV		
5004	198.88333	40.85528	5.79	+0.19	A7V	19 CVn	
5073	201.53375	72.39139	5.79	+1.63	M1IIIab		
5130	205.04542	-64.57694	5.79	+0.39	F3III-IV		
5624	227.05042	-40.58389	5.79	-0.14	B8IVSi		
5737	230.66000	63.34139	5.79	+1.27	gK4		
5785	232.73208	64.20861	5.79	+0.96	K0III-IV		
6122	247.06125	-37.17944	5.79	+1.10	K1IIICNII		
6183	249.04667	46.61333	5.79	+1.04	G8II		
6276	254.89083	-69.26833	5.79	-0.10	ApSi		
6572	265.31792	-46.92194	5.79	-0.01	A0V		
6637	265.49167	72.15694	5.79	+0.53	G0V	31Psi1Dra	
6811	262.70000	86.96806	5.79	+0.25	A2m	24 UMi	
7126	283.87917	-16.37667	5.79	+0.36	F4V		
7584	298.53417	-8.57417	5.79	+1.64	gK5	56 Aql	
7742	303.36542	60.64056	5.79	+1.47	gK5		
8483	333.09292	63.29139	5.79	+1.67	M3IIIab		
8500	334.21917	-9.04000	5.79	+1.16	gK3		
8564	337.29250	26.76306	5.79	+1.25	K2II		
8625	339.30417	75.37167	5.79	+1.57	M1IIIab		
8771	345.99792	-41.47833	5.79	+1.08	K0III		
8876	349.96833	42.07806	5.79	+1.48	M0III	10 And	
9030	357.83833	9.31333	5.79	+1.66	M3IIIa	80 Peg	
209	11.44000	-47.55167	5.80	+0.64	G1V		
341	17.58083	25.45778	5.80	+1.47	K7III		
457	23.97833	17.43361	5.80		F0IV		
547	28.21708	-16.92917	5.80	+0.27	F0IIIn		
829	42.99458	68.88861	5.80	+0.64	F5:Ib-II		
878	44.52167	20.66861	5.80	+0.41	F5IV	47 Ari	
1124	56.50375	67.20167	5.80	+0.35	F0IV		
1192	58.43042	57.97500	5.80	+0.18	A5m		
1763	80.43167	8.42861	5.80	-0.13	B1V		
2014	87.51083	9.87111	5.80	+0.87	G8III		
2160	91.36292	-35.51361	5.80	+0.02	A1V		
2185	92.88458	24.42028	5.80	+1.11	K0III	5 Gem	
2345	96.05708	-60.28111	5.80	0.00	A0V		
2409	98.81583	0.89000	5.80	0.00	B8Ib		
2501	101.38042	-30.94889	5.80	-0.19	B2III		
2515	101.47375	-52.41000	5.80	+1.53	K3III		
2769	109.13250	-38.31889	5.80	-0.13	B4V		
2804	111.23833	51.88722	5.80	+1.61	K5III		
2954	114.68292	-36.49694	5.80	-0.16	B2IV-V		
3007	116.04000	-36.06278	5.80	+0.31	F2V		
3413	128.96708	-50.97000	5.80	-0.13	B8Si		
3864	145.25917	-57.25972	5.80	+1.09	K0-1III		
4187	160.93042	57.19917	5.80	-0.02	A0V s	39 UMa	
4354	168.31125	-44.37222	5.80	+1.66	K5-M0III		
4404	171.24542	11.43028	5.80	+1.38	K4III		
4465	174.07458	27.78111	5.80	+0.23	F0V		
4609	181.31292	76.90583	5.80	+1.01	G9III		
4754	187.47458	-56.52472	5.80	+1.56	M1III		
4796	189.00500	-39.87000	5.80	+0.01	A0V		
5352	214.36833	15.26333	5.80	+1.71	M3IIIa		
5532	222.49333	28.61583	5.80	+0.05	A4V		
5554	223.59542	-11.89833	5.80	+0.97	G7III	13Xi 1Lib	
5929	239.33875	-36.18500	5.80	+1.01	K0-1III		
6370	256.33208	54.47028	5.80	+0.48	F7V	21Mu Dra	
6442	260.77875	-56.52528	5.80	+1.00	G8-K0III		
6680	269.17458	-28.06528	5.80	+0.21	A7III/V:		
7277	288.30708	-25.90667	5.80	+1.38	K1I		
7400	292.25417	1.95028	5.80	+0.08	A0IVp	35 Aql	
7672	301.02583	17.07000	5.80	+0.61	G1V	15 Sge	
7780	305.08917	17.79306	5.80	+1.49	gK5		
7905	310.13542	-16.12417	5.80	+1.00	gG7		
8220	322.03458	32.22528	5.80	+0.32	F0V		
8371	328.72167	56.61139	5.80	+0.73	B8Ib	13 Cep	
8404	330.82917	11.38639	5.80	-0.07	B9.5V	21 Peg	
8704	343.36958	-11.61667	5.80	-0.08	B9III	74 Aqr	
8962	354.38333	44.42917	5.80	-0.06	B8V		
9110	1.27583	61.31417	5.80	-0.09	B8IVpHgMn		
348	17.79292	37.72417	5.81	-0.10	B7III-IV	45 And	
427	22.80750	70.26472	5.81	+0.47	F6V	38 Cas	
688	34.97625	-55.94472	5.81	+1.55	K5III		
766	39.14625	7.72972	5.81	+1.04	gK0		
1078	53.39625	39.89944	5.81	+0.11	A5m		
1187	57.14917	-20.90306	5.81	+1.64	K5III		
1441	68.15583	-3.20917	5.81	-0.14	B9III		
1576	73.95958	15.04000	5.81	-0.08	B9V		
1590	74.53917	25.05028	5.81	0.00	A0V	98 Tau	
2117	89.65667	-44.03444	5.81	+1.07	G8II		
2164	91.52292	-29.75861	5.81	+0.05	A1V		
2271	94.74583	-20.92611	5.81	-0.15	B4IV		
2901	113.56583	3.37139	5.81	-0.02	A0Vnn	9Del3CMi	
3147	119.71042	-60.82444	5.81	-0.09	B2IVpne		
3383	128.50667	-2.15167	5.81	0.00	A1V		
4002	152.37708	-68.68333	5.81	+0.02	A0IV		
4061	154.65667	-56.11000	5.81	+0.48	F6V		
4267	164.00625	6.18528	5.81	+1.45	M5.5III	56 Leo	
4292	164.99750	-43.80722	5.81	-0.08	B8-9V		
4339	167.47250	-32.36750	5.81	+0.04	A2V		
4417	171.69708	-53.16000	5.81	+0.52	K0III+A2-3V		
4443	173.06708	-29.26333	5.81	+0.53	F8V		
4672	184.37292	53.19111	5.81	+1.30	K6III		
4726	186.26333	56.77750	5.81	+1.62	M3IIIb	71 UMa	
5167	206.40375	-26.11611	5.81	+0.02	A1Vn		
5499	221.52833	-23.15306	5.81	+0.98	gG5		
5640	227.14792	25.10861	5.81	+1.24	K1III		
5644	228.57958	-70.07944	5.81	+3.38	C5,5		
5845	235.47792	18.46389	5.81	+0.20	A2m	22Tau7Ser	
5922	238.06917	55.82667	5.81	+0.96	gG8		
6019	243.34417	-55.54083	5.81	+0.34	F2III	Zet Nor	
6548	263.65292	9.58667	5.81	+0.02	A2V	53 Oph	
6990	279.62792	-23.50500	5.81	+0.02	B8III		
7065	282.36417	-45.81028	5.81	+0.90	G8III		
7275	287.10750	52.42556	5.81	+1.09	K1IV		
7391	291.61958	19.89139	5.81	+1.55	M0III		
7406	292.23750	24.76861	5.81	+1.03	K0III	8 Vul	
7630	300.20125	-45.11306	5.81	+0.28	A8III		
8025	314.10625	50.72861	5.81	+0.30	F0III		
8439	332.24583	-18.51972	5.81	-0.17	B2.5IV	35 Aqr	
8708	343.41708	44.74917	5.81	+0.26	A3Vm+F6V		
8712	343.52917	40.37694	5.81	+1.13	K0III		
8814	347.48875	-42.86056	5.81	+0.48	F4IV		
8935	353.33125	-77.38528	5.81	+0.68	G2V		
329	16.94250	-9.78556	5.82	+0.43	F7IV	30 Cet	
441	22.93042	-30.28333	5.82	+1.08	K0III		
526	27.31542	47.89694	5.82	+0.29	A3V		
564	29.43250	27.80444	5.82	+1.60	M2III		
687	35.70958	41.39639	5.82	+0.27	F0III-IV		
753	39.02042	6.88694	5.82	+0.98	K3V		
828	42.13375	18.28361	5.82	+1.20	K1III	40 Ari	
929	45.73292	-46.97500	5.82	+1.30	K2-3III		
1051	52.65417	48.10361	5.82	-0.04	B8V		
1947	84.68167	-40.70750	5.82	-0.09	B8V		
2369	96.76667	-58.00222	5.82	+1.28	K3III		
2635	105.63958	16.67417	5.82	+1.68	M2III		
2725	108.67458	24.88500	5.82	+1.56	M1III	52 Gem	
2747	108.91417	7.97778	5.82	+1.60	M4-IIIab		
2811	110.60583	-5.98278	5.82	+0.35	F3IV		
3160	120.76708	-32.46389	5.82	+1.22	K2-3III		
3227	122.79625	-48.46194	5.82	-0.15	B3V		
3535	133.20000	-38.72417	5.82	+1.50	M0III		
3587	135.35042	32.25250	5.82	0.00	A2V	66 Cnc	
4026	154.50833	65.10833	5.82	+0.12	A8III	32 UMa	
4039	154.31083	23.10611	5.82	+0.50	F8Vb w	39 Leo	
4917	194.07333	54.09944	5.82	+0.19	A5m		
5022	199.61583	34.09806	5.82	+1.35	K4.5III		
5549	223.65833	-33.30056	5.82	+1.42	K2III		
5750	232.66833	-16.60944	5.82	+1.06	gG6	34Zet3Lib	
5767	233.50667	-40.06611	5.82	+1.68	M2III		
6684	269.07667	0.67028	5.82	+0.09	B2IV-V		
7484	294.67167	54.97389	5.82	+0.44	F6Va		
8084	316.62625	31.18472	5.82	+0.56	F7.5Ib-II		
8141	319.54625	-4.51944	5.82	-0.13	B5V	15 Aqr	
8163	320.27000	7.35444	5.82	+1.66	M2IIIa	9 Equ	
8601	339.14750	-31.66389	5.82	+1.09	K1III		
8618	339.71917	19.52222	5.82	+0.92	G8II	40 Peg	
8833	348.36042	11.06500	5.82	+1.01	G8III		
177	10.51417	66.14750	5.83	+1.04	G9III-IV		
710	36.50125	-15.34111	5.83	+0.15	A6VpSrCr		
738	38.21875	34.54250	5.83	+1.07	K0III		
777	39.57792	-30.19417	5.83	+0.48	F4V	Iot2For	
912	45.48375	-9.96139	5.83	+1.11	gG6		
1092	52.71500	-66.48972	5.83	-0.06	B8V		
1232	59.71792	-5.47000	5.83	+1.00	G9V		
1384	65.77375	-24.89222	5.83	+1.51	K5		
1902	84.28667	26.92417	5.83	-0.07	B9IV-V		
2170	91.76542	-34.31194	5.83	-0.13	B4IVe		
2218	93.47625	-3.74139	5.83	+0.94	G8III		
2224	93.65292	-4.56833	5.83	-0.17	B5V		
2909	113.57750	-23.47361	5.83	+0.44	dF4		
3124	120.23292	25.39278	5.83	+1.02	gG8	2Ome1Cnc	
3250	123.59958	-45.83444	5.83	-0.20	B2IV-V		
3264	125.08750	20.74778	5.83	+1.13	K1III		
3918	149.59500	72.87944	5.83	+1.14	gK3		
4421	172.26917	61.77833	5.83	+0.36	F5Va vw		
4472	174.09292	-61.05222	5.83	-0.09	B2.5IV		
4655	183.74833	-20.84417	5.83	+1.05	gG7		
5036	200.56750	-52.18306	5.83	+0.12	B2.5Ib		
5128	204.67500	-29.56083	5.83	+0.40	F5V		
5239	209.08125	-46.59250	5.83	+1.14	K1III		
5401	216.80083	-46.13444	5.83	+0.31	A1mA5/7-F2		
5408	217.81875	-67.71722	5.83	+1.00	K1III		
5963	240.21292	4.42750	5.83	+1.00	gK0		
5983	240.83083	36.63167	5.83	+0.56	A2V+F7III		
6022	243.32000	-53.67167	5.83	+1.96	M0Ib-II+F-G		
6174	249.60917	-43.39861	5.83	-0.02	B2.5IV		
6369	256.33250	54.47028	5.83		F7V	21Mu Dra	
6917	276.49500	29.82889	5.83	+0.06	A2IV		
7035	281.20667	-25.01111	5.83	+0.05	B5:V		
7048	281.36833	5.49972	5.83	+0.04	A1V+A1V		
7094	282.74375	-9.77417	5.83	+0.61	F2Ib		
7214	285.88417	1.81889	5.83	+0.18	A4V		
7349	290.58958	-0.25250	5.83	+1.09	gG8		
8065	315.53792	56.66972	5.83	-0.07	B8III		
8100	318.05667	-40.26944	5.83	+0.45	F5IV		
8157	319.84250	38.23750	5.83	+0.50	F1II		
8578	336.67708	78.78583	5.83	+0.15	A2Vm	28Rho1Cep	
8751	345.17875	3.01167	5.83	+1.34	K4III		
8793	346.81125	-50.68639	5.83	+0.48	F6-7IV-V		
8818	347.54083	-40.59167	5.83	+1.62	M4III		
29	2.57833	-5.24861	5.84	+0.98	K1III		
297	16.08167	61.58028	5.84	+0.54	F6V		
400	20.87917	-30.94556	5.84	+1.61	K5III		
522	27.04542	16.95556	5.84	-0.03	B9.5V	4 Ari	
787	40.74875	53.52611	5.84	+1.12	K0II-III		
889	44.52375	-23.60611	5.84	+1.33	K2III	6 Eri	
2382	98.08000	4.85583	5.84	+0.99	K0V	12 Mon	
2388	97.80417	-35.25917	5.84	+0.81	G8III		
2716	107.92333	-20.88306	5.84	-0.04	A0V		
3058	117.30375	-46.85778	5.84	-0.14	B1.5IV		
3687	139.28125	-14.57361	5.84	+1.06	gK0		
3932	149.14792	-33.41861	5.84	+1.20	K1III		
4032	154.17458	25.37139	5.84	+1.20	gK2		
4566	178.99333	56.59861	5.84	+1.10	K1III	66 UMa	
4818	190.34583	-46.14556	5.84	+1.52	K4III		
4909	193.73542	47.19667	5.84	+1.55	M5III		
5008	199.30792	-43.97944	5.84	+0.20	Am		
5658	228.47208	-26.19361	5.84	+1.14	gG5		
5810	234.56792	-21.01611	5.84	+1.08	gG9		
5835	234.64292	50.42333	5.84	+0.83	G8III		
5871	237.48958	-48.91194	5.84	+0.07	A1V		
6106	246.16542	-29.70472	5.84	+0.59	G0IV		
6374	257.91208	-48.87417	5.84	+1.84	M1-2III		
6523	263.28083	-41.17361	5.84	+0.06	B9Ib-II		
6648	268.08208	-34.41667	5.84	+1.13	G8III		
6966	278.19250	23.61694	5.84	+1.46	gK5		
7007	280.00208	-7.79056	5.84	+1.55	K4III		
7382	290.98542	43.38806	5.84	+0.92	G7III-IIIa		
7514	295.93750	41.77306	5.84	+1.57	M0IIIab		
7767	304.52917	40.73222	5.84	+0.10	O9V		
8844	348.65542	74.23111	5.84		A0V		
8952	353.74583	71.64222	5.84	+1.80	G9Ib		
31	2.67833	-12.58000	5.85	+1.01	K0IV		
263	13.92667	-7.34722	5.85	+1.52	K5III		
632	32.28875	-43.51667	5.85	+1.19	K1III		
998	49.36083	-47.75167	5.85	+1.24	K2III		
1108	54.62167	-7.39167	5.85	+0.98	gG5		
1158	57.40292	63.29722	5.85	+0.18	A5Vn		
1363	65.17833	-7.59250	5.85	-0.13	B5III		
1625	75.68958	-4.20972	5.85	+1.21	K3		
1716	74.71208	-82.47056	5.85	+0.93	G8-K0III	Xi Men	
2402	99.41042	56.85750	5.85		A2V	11 Lyn	
2519	102.45750	16.20278	5.85	-0.13	B7III	33 Gem	
2706	108.11000	24.12833	5.85	+0.36	F5III-IV	48 Gem	
2789	109.51750	-43.98667	5.85	-0.12	B8II-III		
2900	113.29042	-24.71083	5.85	+0.17	A7V:		
3200	123.45917	56.45222	5.85	+1.01	G9III		
3300	125.73000	-52.12389	5.85	+0.01	A0V		
3599	135.68667	7.29806	5.85	+1.11	gK3		
3672	138.53417	-44.14583	5.85	-0.12	B5/6IV/V		
3764	142.68000	33.65556	5.85	+1.05	gG8	7 LMi	
3772	142.59417	-15.57722	5.85	+1.20	gK3		
3926	149.10833	8.93306	5.85	+1.13	gK2		
3993	152.80333	37.40194	5.85	+1.29	gK3		
4168	159.78167	37.91000	5.85	+0.57	F9V	38 LMi	
4548	177.92333	-30.83500	5.85	+0.56	F7V		
4650	183.35792	10.26222	5.85	+0.27	A2m	12 Vir	
4793	188.78375	21.88139	5.85	+1.22	K1III		
4867	192.16417	60.32000	5.85	+0.46	F5V		
4892	192.27750	83.41806	5.85	-0.06	A0V+A2V		
4976	198.57167	-78.44722	5.85	+1.07	F8Ib		
5162	205.37458	64.82250	5.85	+0.07	A2V		
5391	216.77958	-65.82167	5.85	+1.50	K3III		
5467	219.56333	54.02333	5.85	-0.01	A1V		
5534	222.56583	23.91194	5.85	+0.56	G0-2V		
5591	225.52667	-28.06056	5.85	+0.16	A4IV	60 Hya	
5625	227.16292	-42.86778	5.85	-0.11	B7V		
5880	237.14333	28.15667	5.85	+0.77	G0Iep		
5934	239.41833	-20.98306	5.85	+0.02	B3V		
6111	246.04500	6.94806	5.85	-0.01	A2pSr:	21 Her	
6472	261.17500	-21.44167	5.85	+0.93	G8III		
6509	261.68417	48.26000	5.85	+0.12	A4V	77 Her	
6751	273.14375	-73.67167	5.85	+0.46	F5V		
6755	271.53083	-8.32389	5.85	+0.21	B8III-IV		
7302	288.85333	30.52639	5.85	+1.67	M0III		
7397	292.08667	2.93028	5.85	+0.01	B6III		
7697	301.55750	53.16583	5.85	+0.39	F5V		
7715	303.10792	-12.61750	5.85	+0.48	F7V	2Xi 2Cap	
7801	306.36167	-28.66333	5.85	+1.10	G8II/III		
8276	324.75458	20.26528	5.85	+0.32	F2V		
530	27.53542	22.27528	5.86	+0.74	K1III+A6V	1 Ari	
608	30.74417	-15.30583	5.86	+0.98	G3IV		
651	33.25375	-21.00028	5.86	+1.01	G9III		
830	42.19125	25.18806	5.86	-0.07	A0V		
1107	62.50625	86.62611	5.86	+0.37	F5IV		
1366	65.36292	-0.09806	5.86	+1.32	K3III		
1528	72.32917	32.58833	5.86	+0.24	A8m		
1559	72.86750	-34.90639	5.86	+0.08	A1Vn		
1870	82.90042	-45.92528	5.86	+1.35	K3III		
2573	104.23333	46.70500	5.86	+1.08	gK0		
2866	112.35708	-7.55111	5.86	+0.48	F8V		
3087	118.88083	8.86278	5.86	+0.35	F2IV		
3578	134.68292	-16.13278	5.86	+0.53	F6V		
3677	138.73833	-37.60250	5.86	+0.83	G0V		
3721	139.36417	-74.73472	5.86	-0.02	A0V		
3963	151.01208	-18.10167	5.86	-0.06	A0V		
4233	162.43125	-9.85278	5.86	+1.07	gG8		
4850	191.69167	-33.31556	5.86	+1.34	K3III		
5887	236.90833	55.37667	5.86	+0.25	A3m		
6015	242.82375	-41.11972	5.86	+0.27	F0IV		
6308	254.99000	-25.09194	5.86	+1.62	M3III		
6606	264.28667	72.45583	5.86	+1.01	G9III		
6731	272.81542	-75.89139	5.86	+1.24	K2III		
6781	271.95625	26.10139	5.86	+0.12	A3V	100 Her	
6786	272.77333	-41.35917	5.86	+0.29	F2V		
6986	279.80958	-47.90972	5.86	+0.23	A7IV-V		
6998	279.72250	-21.05194	5.86	+0.68	G4V		
7961	312.32333	-25.78139	5.86	-0.07	B7IIIp		
8375	328.87958	65.32083	5.86	-0.06	B2.5Ve		
8602	339.24500	-40.59111	5.86	+0.06	A1V	Sig2Gru	
9094	0.65042	66.09889	5.86	+1.09	G8III		
71	4.65958	31.51722	5.87	-0.01	A0IV		
122	7.85667	33.58167	5.87	+1.14	K1III		
166	9.84083	21.25056	5.87	+0.85	K0+V	54 Psc	
212	12.03792	72.67500	5.87	+1.01	K0IV		
385	19.95125	-0.50889	5.87	+0.64	G8III+A7V	42 Cet	
486	24.94750	-56.19806	5.87	+0.90	K0V		
512	24.48167	-82.97500	5.87	+0.61	G2V		
577	29.89875	21.05833	5.87	+1.03	K0III-IV		
693	35.52083	-17.66222	5.87	+1.23	K0III		
1241	61.51292	68.68000	5.87	+1.54	K2III		
1372	64.41750	-63.25556	5.87	-0.07	B9III-IV	The Ret	
1493	70.84000	49.97389	5.87	+0.02	B9III		
1827	81.77208	-40.94361	5.87	+0.23	A7m		
1968	85.55792	-22.37361	5.87	+0.11	A2	12 Lep	
2026	87.47292	-22.97167	5.87	+0.06	A2		
2070	88.87625	-4.61639	5.87	+1.18	gK2		
2076	89.20625	11.52111	5.87	+1.10	K2III		
2132	91.26417	42.98167	5.87	+0.30	F3V	39 Aur	
2150	91.36250	-10.24278	5.87	+0.37	dF4		
2265	94.28958	-37.25306	5.87	+0.14	A3V		
2313	96.31833	-0.94611	5.87	+0.56	F8V		
2324	96.66500	-1.50722	5.87	+0.08	A3Vn		
2372	98.11333	32.45472	5.87	+0.14	A3m+A3m:		
2568	104.13458	46.27417	5.87	-0.06	B8IIIe	Psi9Aur	
2802	110.26792	-25.89139	5.87	+1.64	M4III		
2884	112.49833	-52.65111	5.87	+1.01	K0III		
2910	113.57958	-23.47472	5.87		dF6		
3156	120.20792	-54.15139	5.87	-0.14	B5Vn		
3378	128.43125	4.75667	5.87	+1.07	G5III		
3481	131.73333	12.11000	5.87	+0.11	A1V	50 Cnc	
3513	132.50917	-29.46306	5.87	+0.95	G8III		
3583	134.48250	-48.57333	5.87	+1.07	G8-K0II		
3708	139.67583	-51.56056	5.87	+0.54	B6Iae		
3790	142.88708	-35.71500	5.87	+1.29	K4III		
4602	181.06917	21.45917	5.87	+0.22	F0IV-V	2 Com	
4799	189.19750	-5.83194	5.87	+0.07	A3V	25 Vir	
5040	200.54042	5.15472	5.87	+0.12	A2m	64 Vir	
5179	206.55625	41.08861	5.87	+0.21	A5V		
5215	207.78833	34.66444	5.87	+1.62	M2III		
5356	214.75333	-25.81556	5.87	+0.50	F5V		
5426	218.38500	-54.99833	5.87	+0.48	F6IV-V		
5427	218.37458	-52.68000	5.87	+1.09	K0III		
5439	218.88125	-41.51722	5.87	-0.08	B7V		
5527	223.14583	-63.81000	5.87	+0.72	G3II+B8V		
5582	224.72333	-11.14417	5.87	+1.26	K3-IIICN1	18 Lib	
5828	234.38333	54.50889	5.87	+1.07	gK1		
5912	238.66458	-25.24361	5.87	-0.06	B8IIIp	3 Sco	
6050	242.94833	42.37444	5.87	+1.45	K4II+F6-8V		
6192	250.43958	-33.14639	5.87	+0.65	G3III		
6242	251.83250	42.23889	5.87	+1.61	M4+III-IIIa		
6597	266.17500	-42.72889	5.87	+0.16	A1V+F0IV		
6706	269.90292	-4.82139	5.87	+1.56	K5III		
7344	290.46208	-18.30833	5.87	+1.06	gG9	45Rho2Sgr	
7421	292.84083	26.61722	5.87	+0.93	K0III-IV		
7748	304.50583	-21.81000	5.87	+1.00	K0III	4 Cap	
8018	314.41917	-16.03167	5.87	+0.18	A2m		
8099	316.59708	71.43194	5.87	+0.40	F3IV		
8160	320.26792	-4.56000	5.87	+0.92	gG7	16 Aqr	
8623	340.09292	-30.65889	5.87	+1.30	K3III		
8813	347.43583	-28.08861	5.87	+1.31	K2III		
8944	353.53750	-1.24750	5.87	+0.30	A2m	14 Psc	
9037	358.12500	-14.25111	5.87	+1.28	K3III		
446	23.56917	37.23722	5.88	-0.07	B9IV		
582	30.03833	3.09722	5.88	+0.62	G2IV	112 Psc	
713	36.64667	-20.04278	5.88	+1.26	K2III		
842	42.92375	46.84194	5.88	+0.89	G8III		
1342	65.46583	56.50667	5.88		A3V		
1402	66.87000	11.21250	5.88	+0.05	B8IV		
1445	68.65833	28.96111	5.88	-0.06	B9pHg		
1920	84.50458	7.54139	5.88	-0.07	B8III		
2214	93.61917	17.90639	5.88	+0.22	A5Vm		
2331	97.69667	58.16278	5.88	+0.94	K0III-IV	6 Lyn	
2406	98.82333	9.98833	5.88	+1.51	K4III		
3011	116.14250	-37.94306	5.88	-0.11	B7V		
3022	116.54333	-37.93389	5.88	-0.11	B7V		
3303	127.44250	67.29750	5.88	+0.97	G8III		
3406	129.27417	9.65556	5.88	+0.09	A3V	36 Cnc	
3610	135.28542	-68.68389	5.88	+1.63	M1III		
3793	142.59750	-58.36167	5.88	+1.70	M2III		
4225	162.05917	-31.68833	5.88	+0.03	A1V		
4289	165.04833	-14.08333	5.88	+1.50	K5III		
4367	169.17458	49.47639	5.88	+1.08	gK0		
4531	177.16125	14.28417	5.88	+0.29	F0V		
4769	188.04167	-73.00167	5.88	+1.11	K1III		
5067	201.56917	46.02806	5.88	+0.97	gK0		
5476	220.18292	16.41778	5.88	+0.24	A6V	29Pi 2Boo	
5853	236.00750	2.51500	5.88	+0.68	G2.5V	23Psi Ser	
6003	242.18208	-23.68556	5.88	+0.02	B9IVp:		
6085	245.62042	-43.91222	5.88	+1.16	G3II		
6266	253.61208	-42.47889	5.88	+0.64	F5Ib-II		
6269	253.35500	-20.41556	5.88	+0.68	G3V		
6414	259.13208	1.21056	5.88	+0.06	B5Vnn+B5V		
6429	262.86375	-80.85917	5.88	+1.67	M3III		
6438	260.72917	-58.01028	5.88	+1.07	G8Ib-II		
6814	272.93792	33.44694	5.88	+0.01	A3V		
7084	281.67958	52.98806	5.88	-0.09	B2.5Ve		
7086	282.22250	19.32861	5.88	+0.03	A1V		
7161	285.87375	-68.75528	5.88	+0.56	F8V		
7257	287.49083	-41.89250	5.88	-0.08	B6V+F1IV		
7637	299.94750	-9.95833	5.88	+0.58	F8V		
7656	300.43625	24.80028	5.88	-0.12	B4V		
7835	307.33500	36.45472	5.88	+0.52	A1Ib	42 Cyg	
7976	312.67417	-12.54500	5.88	+1.07	gK1		
8295	325.76833	-14.39972	5.88	+0.25	F0IV	44 Cap	
8506	334.11042	57.22028	5.88	+0.93	G8III		
8588	338.11000	39.77972	5.88	+0.16	A6V		
9100	1.05667	62.28778	5.88	+0.30	A1III	9 Cas	
62	4.28792	47.94750	5.89	-0.09	B7III		
155	9.19708	15.23167	5.89	-0.15	B2.5IV	53 Psc	
176	10.11000	-59.45444	5.89	+0.55	G1V		
450	23.70458	18.46056	5.89	+1.52	M2IIIab		
556	28.97667	37.27778	5.89	+1.63	gM0		
720	37.20208	29.93194	5.89	+0.58	G0V	13 Tri	
886	44.91625	41.03306	5.89	+1.44	K2		
914	45.40708	-28.09167	5.89	+0.79	G5IV	Eps For	
922	46.82917	64.05778	5.89	-0.03	B9V		
1238	60.20333	18.19389	5.89	+0.32	F4V		
1280	61.99750	17.33972	5.89	+1.50	K5IIIb		
1660	76.98125	21.70472	5.89	+0.19	B2Ve	105 Tau	
1691	77.93875	1.03694	5.89	+0.66	G5III		
1812	81.49917	-19.69556	5.89	+0.40	F2V		
2081	89.84083	49.92444	5.89	+1.23	G5III		
2586	104.25208	33.68111	5.89	+0.88	G5III		
2778	109.84333	2.74056	5.89	+1.07	G9III		
2951	115.24375	23.01861	5.89	+1.58	K5		
3254	125.10875	57.74333	5.89	+0.39	F4V	30 Lyn	
3546	134.12708	40.20167	5.89	+0.35	F3III		
3850	145.39667	31.27806	5.89	+1.60	K6III		
4284	164.87875	-16.35389	5.89	+1.63	M2III		
4336	167.41042	43.20750	5.89	+1.57	M2III		
4411	171.38792	-37.74778	5.89	+1.54	M3III		
4597	180.65708	-69.19222	5.89	-0.08	B9V		
4810	189.76458	-30.42222	5.89	+1.21	K2-3III		
4859	191.82875	62.78083	5.89		A9V		
4875	192.54458	37.51694	5.89	+0.15	A3V		
4903	193.74375	-44.15194	5.89	+0.64	G1V		
4985	198.34792	-50.70000	5.89	-0.02	B9V		
4988	198.55042	-58.68389	5.89	+1.08	K0-1III		
4996	198.67958	-48.95667	5.89	+1.06	K1III		
5047	200.82875	-4.92444	5.89	+1.43	K3III	65 Vir	
5217	208.42958	-53.37361	5.89	+0.01	B5III		
5585	225.30417	-38.05833	5.89	+1.24	K2-3III		
5654	228.01792	18.97583	5.89	+1.53	M4IIIab		
5690	229.60917	-0.46139	5.89	+1.51	K5III		
5713	231.56125	-68.30917	5.89	+1.02	G8-K0III		
6368	258.32292	-67.19667	5.89	+1.06	K0-1III		
6681	269.07917	-15.81250	5.89	+0.05	A1V		
6883	275.64708	12.02889	5.89	+0.04	A2V		
6899	278.23042	-73.96556	5.89	+0.98	K0III		
7167	284.69542	13.90667	5.89	+0.25	F0pSrEu	10 Aql	
7174	284.50792	38.26611	5.89	-0.17	B7IV		
7422	293.53542	-40.03472	5.89	+0.09	A3III		
8059	316.01958	-5.82306	5.89	+0.68	G4III	12 Aqr	
8482	333.41083	28.60833	5.89	+1.15	K2III		
